season,holiday,weekday,workingday,weathersit,temp,year,months,hours,humidity,counts
summer,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.16,0,Mar,6,0.86,2
summer,0,Fri,1,Clear + Few clouds,0.56,0,Apri,14,0.43,157
summer,0,Mon,0,Mist + Cloudy,0.24,0,Mar,11,0.48,108
fall,0,Sat,1,Mist + Cloudy,0.52,0,Sep,16,0.48,358
springer,0,Wed,1,Mist + Cloudy,0.46,1,Mar,5,0.82,24
springer,0,Sat,1,Clear + Few clouds,0.38,0,Mar,5,0.66,10
summer,0,Mon,0,Clear + Few clouds,0.22,0,Mar,9,0.55,54
winter,0,Wed,1,Mist + Cloudy,0.36,1,Dec,11,0.53,173
winter,0,Sun,0,Mist + Cloudy,0.26,1,Dec,5,0.75,3
springer,0,Sun,0,Clear + Few clouds,0.22,0,Mar,6,0.75,4
springer,0,Sat,1,"Light Snow, Light Rain + Thunderstorm",0.24,0,Jan,2,0.75,2
springer,0,Fri,1,Clear + Few clouds,0.48,0,Dec,2,0.82,11
winter,0,Thu,1,Clear + Few clouds,0.4,1,Dec,17,0.5,562
winter,0,Sat,1,Clear + Few clouds,0.26,0,Nov,6,0.81,13
winter,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.5,1,Sep,19,0.72,257
springer,0,Sun,0,Clear + Few clouds,0.28,0,Dec,17,0.45,68
fall,0,Wed,1,Clear + Few clouds,0.7,0,Aug,10,0.37,148
fall,0,Wed,1,Clear + Few clouds,0.82,0,Aug,10,0.36,140
springer,0,Tue,1,Clear + Few clouds,0.24,0,Jan,18,0.32,157
fall,0,Sun,0,Mist + Cloudy,0.6,0,Aug,6,0.83,24
fall,0,Sat,1,Mist + Cloudy,0.74,1,Jun,6,0.66,122
springer,0,Thu,1,Clear + Few clouds,0.46,1,Feb,23,0.63,97
fall,0,Wed,1,Mist + Cloudy,0.86,1,July,11,0.47,206
summer,0,Sat,1,Clear + Few clouds,0.56,1,Jun,7,0.83,430
fall,0,Fri,1,Mist + Cloudy,0.66,0,Aug,19,0.78,272
fall,0,Sun,0,Clear + Few clouds,0.56,1,Sep,4,0.83,15
winter,0,Fri,1,"Light Snow, Light Rain + Thunderstorm",0.28,1,Nov,0,0.61,15
summer,0,Tue,1,Mist + Cloudy,0.54,1,May,23,0.45,113
fall,0,Fri,1,Clear + Few clouds,0.64,0,July,3,0.94,4
springer,0,Mon,0,Mist + Cloudy,0.42,1,Mar,10,0.88,351
springer,0,Thu,1,Clear + Few clouds,0.56,1,Mar,10,0.56,188
summer,0,Wed,1,Clear + Few clouds,0.34,1,Apri,6,0.71,103
summer,0,Thu,1,Clear + Few clouds,0.32,0,Mar,1,0.39,10
winter,0,Mon,0,Clear + Few clouds,0.38,1,Oct,5,0.66,10
summer,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.42,1,Apri,7,0.77,24
springer,0,Thu,1,Clear + Few clouds,0.4,0,Mar,23,0.65,27
winter,0,Tue,1,Mist + Cloudy,0.6,1,Oct,13,0.43,305
springer,0,Sun,0,Mist + Cloudy,0.44,0,Mar,21,0.72,72
springer,0,Fri,1,"Light Snow, Light Rain + Thunderstorm",0.4,1,Feb,8,0.87,445
winter,0,Fri,1,Clear + Few clouds,0.64,1,Oct,2,0.89,13
fall,0,Sat,1,"Light Snow, Light Rain + Thunderstorm",0.68,1,Aug,11,0.79,251
winter,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.42,1,Oct,8,0.67,62
winter,0,Sun,0,Clear + Few clouds,0.38,0,Oct,5,0.66,8
winter,0,Sat,1,Mist + Cloudy,0.7,1,Sep,14,0.54,399
summer,0,Tue,1,Mist + Cloudy,0.42,0,Mar,11,0.71,79
winter,0,Wed,1,Clear + Few clouds,0.24,1,Nov,1,0.6,8
springer,0,Fri,1,Clear + Few clouds,0.46,0,Feb,23,0.67,44
springer,0,Tue,1,Clear + Few clouds,0.26,0,Jan,16,0.3,76
fall,0,Thu,1,Clear + Few clouds,0.74,0,Jun,11,0.7,145
springer,0,Wed,1,Clear + Few clouds,0.32,1,Mar,20,0.49,187
winter,0,Fri,1,Clear + Few clouds,0.24,1,Dec,7,0.6,385
summer,0,Sun,0,Mist + Cloudy,0.5,0,May,0,0.88,102
springer,0,Fri,1,Clear + Few clouds,0.52,1,Mar,10,0.68,164
winter,0,Sun,0,"Light Snow, Light Rain + Thunderstorm",0.28,0,Oct,0,0.87,19
summer,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.38,1,Apri,14,0.87,53
fall,0,Sat,1,Clear + Few clouds,0.74,0,Aug,19,0.42,385
winter,0,Fri,1,Mist + Cloudy,0.4,1,Nov,13,0.58,248
fall,0,Sun,0,Clear + Few clouds,0.7,1,Sep,11,0.58,626
fall,0,Wed,1,Clear + Few clouds,0.7,1,Aug,0,0.84,38
winter,0,Sat,1,"Light Snow, Light Rain + Thunderstorm",0.62,0,Sep,16,0.94,56
springer,0,Mon,0,Clear + Few clouds,0.32,1,Jan,14,0.26,280
summer,0,Fri,1,Mist + Cloudy,0.62,0,Apri,12,0.78,107
springer,0,Sun,0,Clear + Few clouds,0.24,0,Jan,16,0.6,107
fall,0,Thu,1,Mist + Cloudy,0.74,0,Aug,8,0.51,437
fall,0,Sat,1,Mist + Cloudy,0.82,1,Aug,18,0.59,671
summer,0,Sat,1,Mist + Cloudy,0.28,0,Mar,22,0.38,43
fall,0,Wed,1,Clear + Few clouds,0.7,1,Aug,0,0.74,60
winter,0,Mon,0,Mist + Cloudy,0.44,1,Dec,18,0.72,203
fall,0,Wed,1,Clear + Few clouds,0.62,0,Jun,0,0.78,33
winter,0,Mon,0,Mist + Cloudy,0.26,1,Dec,8,0.93,93
winter,0,Wed,1,Clear + Few clouds,0.44,1,Sep,1,0.72,13
springer,0,Mon,0,Clear + Few clouds,0.4,1,Jan,12,0.62,201
springer,0,Fri,1,Mist + Cloudy,0.46,1,Mar,2,0.94,6
springer,0,Sun,0,Clear + Few clouds,0.24,1,Feb,23,0.41,91
winter,0,Fri,1,"Light Snow, Light Rain + Thunderstorm",0.5,0,Oct,10,0.88,62
summer,0,Sat,1,Mist + Cloudy,0.64,1,Jun,8,0.89,694
fall,0,Wed,1,Mist + Cloudy,0.54,0,Sep,19,0.88,281
fall,0,Mon,0,Clear + Few clouds,0.74,1,July,18,0.66,515
summer,0,Tue,1,Clear + Few clouds,0.52,0,May,1,0.94,14
springer,0,Sun,0,Clear + Few clouds,0.22,1,Mar,8,0.44,111
summer,0,Fri,1,Clear + Few clouds,0.62,1,Mar,15,0.69,304
fall,0,Fri,1,Clear + Few clouds,0.92,1,July,14,0.33,241
fall,0,Fri,1,Clear + Few clouds,0.8,1,Aug,18,0.38,853
fall,0,Tue,1,Clear + Few clouds,0.82,0,July,13,0.56,152
summer,0,Mon,0,Mist + Cloudy,0.74,0,Jun,13,0.51,363
summer,1,Sat,0,Mist + Cloudy,0.36,0,Apri,23,0.81,64
summer,0,Sun,0,Clear + Few clouds,0.56,1,May,10,0.49,411
fall,0,Sun,0,Clear + Few clouds,0.74,0,Sep,15,0.55,480
summer,0,Mon,0,Mist + Cloudy,0.5,1,Apri,21,0.59,134
winter,0,Fri,1,Mist + Cloudy,0.66,1,Sep,18,0.69,899
fall,0,Fri,1,Clear + Few clouds,0.64,0,July,2,0.57,10
summer,0,Wed,1,Clear + Few clouds,0.64,1,Apri,1,0.57,11
springer,0,Fri,1,Clear + Few clouds,0.38,1,Mar,22,0.5,126
fall,0,Sat,1,Clear + Few clouds,0.4,0,Sep,2,0.71,10
winter,1,Tue,0,Clear + Few clouds,0.62,0,Oct,11,0.69,322
winter,0,Tue,1,Mist + Cloudy,0.6,1,Oct,12,0.43,323
summer,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.5,1,Apri,22,0.63,68
springer,0,Mon,0,Clear + Few clouds,0.16,1,Jan,19,0.37,110
winter,1,Tue,0,Mist + Cloudy,0.4,1,Oct,11,0.62,308
summer,0,Sun,0,Mist + Cloudy,0.66,0,Jun,21,0.47,185
springer,0,Wed,1,Mist + Cloudy,0.22,0,Jan,23,0.93,20
summer,0,Sun,0,Clear + Few clouds,0.72,1,May,15,0.3,672
fall,0,Sun,0,Clear + Few clouds,0.84,0,July,17,0.32,401
springer,0,Fri,1,Clear + Few clouds,0.32,1,Jan,9,0.81,230
winter,0,Sun,0,Mist + Cloudy,0.62,0,Sep,12,0.83,407
springer,0,Mon,0,Clear + Few clouds,0.34,0,Mar,4,0.66,13
springer,0,Sat,1,Clear + Few clouds,0.3,0,Mar,23,0.52,37
springer,0,Fri,1,"Light Snow, Light Rain + Thunderstorm",0.36,1,Jan,6,0.93,89
fall,0,Sat,1,Mist + Cloudy,0.6,0,Aug,23,0.88,106
winter,0,Sat,1,Clear + Few clouds,0.52,1,Oct,5,0.77,41
fall,0,Wed,1,Clear + Few clouds,0.72,0,Aug,21,0.54,215
springer,0,Sun,0,"Light Snow, Light Rain + Thunderstorm",0.16,0,Jan,9,0.93,20
springer,0,Thu,1,Clear + Few clouds,0.34,1,Feb,10,0.57,120
summer,0,Fri,1,Clear + Few clouds,0.36,0,May,0,0.66,27
summer,0,Thu,1,Mist + Cloudy,0.54,0,May,11,0.94,23
winter,0,Mon,0,Clear + Few clouds,0.32,0,Oct,6,0.81,15
fall,0,Thu,1,Clear + Few clouds,0.72,0,July,3,0.58,4
springer,0,Sun,0,Mist + Cloudy,0.26,1,Feb,14,0.81,243
winter,0,Sat,1,Clear + Few clouds,0.56,0,Oct,4,0.94,8
springer,0,Wed,1,Mist + Cloudy,0.22,1,Jan,2,0.87,4
winter,0,Sun,0,Mist + Cloudy,0.26,1,Nov,10,0.44,142
winter,0,Sat,1,Mist + Cloudy,0.32,0,Dec,16,0.45,224
winter,0,Mon,0,Clear + Few clouds,0.24,0,Nov,3,0.87,9
fall,0,Sat,1,Clear + Few clouds,0.64,1,Sep,21,0.73,312
winter,0,Tue,1,Mist + Cloudy,0.38,1,Dec,5,0.94,27
springer,0,Fri,1,Clear + Few clouds,0.24,0,Mar,0,0.3,13
winter,0,Sat,1,Mist + Cloudy,0.56,1,Sep,6,0.94,138
fall,0,Thu,1,Clear + Few clouds,0.72,0,Sep,11,0.66,164
fall,0,Fri,1,Clear + Few clouds,0.66,1,July,0,0.65,92
springer,0,Tue,1,Clear + Few clouds,0.3,0,Jan,19,0.61,111
summer,0,Sun,0,Clear + Few clouds,0.32,0,Apri,21,0.61,77
fall,0,Sun,0,Clear + Few clouds,0.64,1,Aug,8,0.69,189
winter,0,Wed,1,Mist + Cloudy,0.54,0,Nov,7,0.68,319
summer,0,Mon,0,Mist + Cloudy,0.7,1,May,15,0.39,502
summer,0,Thu,1,Mist + Cloudy,0.5,1,May,23,0.77,98
springer,0,Thu,1,Clear + Few clouds,0.22,1,Jan,20,0.37,165
springer,0,Fri,1,Mist + Cloudy,0.22,1,Jan,9,0.69,227
winter,0,Wed,1,Mist + Cloudy,0.54,0,Oct,0,0.88,30
winter,0,Wed,1,Clear + Few clouds,0.36,0,Dec,17,0.4,398
summer,0,Tue,1,Mist + Cloudy,0.72,1,Jun,22,0.58,164
winter,1,Sat,0,Clear + Few clouds,0.34,0,Nov,18,0.39,208
summer,0,Mon,0,Mist + Cloudy,0.68,0,Jun,9,0.74,169
winter,0,Sun,0,Clear + Few clouds,0.46,0,Oct,17,0.55,360
springer,0,Sun,0,Mist + Cloudy,0.28,0,Feb,19,0.93,84
fall,0,Sun,0,"Light Snow, Light Rain + Thunderstorm",0.6,1,July,2,0.88,60
springer,0,Fri,1,Clear + Few clouds,0.2,0,Feb,13,0.4,51
fall,0,Thu,1,Clear + Few clouds,0.66,0,Aug,2,0.69,6
fall,0,Sun,0,Clear + Few clouds,0.8,0,Aug,14,0.49,375
fall,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.7,1,July,19,0.74,414
springer,0,Mon,0,Mist + Cloudy,0.26,1,Feb,10,0.52,191
summer,0,Thu,1,Clear + Few clouds,0.5,0,Apri,19,0.31,232
winter,0,Sat,1,Clear + Few clouds,0.36,0,Nov,20,0.43,186
winter,0,Mon,0,Clear + Few clouds,0.4,0,Oct,13,0.43,345
fall,0,Sun,0,Clear + Few clouds,0.84,1,July,23,0.56,148
springer,0,Fri,1,Clear + Few clouds,0.2,0,Jan,19,0.69,79
springer,0,Sat,1,Clear + Few clouds,0.22,0,Jan,13,0.37,77
fall,0,Sun,0,Clear + Few clouds,0.64,1,Jun,7,0.83,78
winter,0,Tue,1,Clear + Few clouds,0.34,0,Nov,1,0.87,8
winter,0,Mon,0,Mist + Cloudy,0.36,1,Nov,22,0.66,74
winter,0,Wed,1,Clear + Few clouds,0.4,0,Dec,13,0.37,127
winter,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.4,1,Oct,9,0.71,86
springer,0,Tue,1,Clear + Few clouds,0.3,0,Mar,12,0.42,96
summer,0,Mon,0,Clear + Few clouds,0.44,0,Apri,23,0.67,56
springer,0,Thu,1,Clear + Few clouds,0.3,0,Dec,16,0.36,167
winter,0,Fri,1,Mist + Cloudy,0.64,1,Oct,7,0.89,391
winter,0,Tue,1,Mist + Cloudy,0.62,0,Sep,7,0.94,332
winter,0,Wed,1,Mist + Cloudy,0.5,0,Nov,18,0.72,441
fall,0,Wed,1,Clear + Few clouds,0.7,1,July,3,0.65,2
summer,0,Sat,1,Clear + Few clouds,0.7,1,Jun,19,0.42,467
summer,0,Tue,1,Clear + Few clouds,0.62,0,May,15,0.41,199
springer,0,Fri,1,Mist + Cloudy,0.62,1,Mar,12,0.5,265
summer,0,Thu,1,Clear + Few clouds,0.44,0,Apri,0,0.88,33
springer,0,Sun,0,Clear + Few clouds,0.32,0,Feb,17,0.31,137
summer,0,Sat,1,Clear + Few clouds,0.46,1,May,5,0.77,34
springer,0,Mon,0,Clear + Few clouds,0.3,1,Jan,10,0.81,70
fall,0,Sun,0,Clear + Few clouds,0.84,1,July,22,0.59,220
fall,0,Mon,0,Mist + Cloudy,0.64,0,Aug,3,0.94,27
fall,0,Sat,1,Clear + Few clouds,0.66,1,Sep,18,0.61,805
summer,0,Wed,1,Mist + Cloudy,0.82,0,Jun,15,0.41,183
fall,0,Tue,1,Clear + Few clouds,0.9,0,Aug,13,0.31,150
fall,0,Sat,1,Clear + Few clouds,0.74,1,Aug,9,0.7,398
springer,0,Tue,1,Clear + Few clouds,0.32,1,Jan,15,0.24,138
winter,0,Sun,0,Clear + Few clouds,0.32,0,Dec,11,0.57,275
fall,0,Fri,1,Clear + Few clouds,0.92,1,July,15,0.42,238
fall,0,Sat,1,Clear + Few clouds,0.5,1,Sep,4,0.77,10
fall,0,Fri,1,Clear + Few clouds,0.9,1,July,11,0.35,244
winter,0,Thu,1,Mist + Cloudy,0.32,0,Nov,19,0.57,279
springer,0,Tue,1,Clear + Few clouds,0.22,1,Dec,8,0.69,66
springer,0,Thu,1,Mist + Cloudy,0.44,0,Mar,19,0.51,168
fall,0,Sat,1,Clear + Few clouds,0.68,0,Jun,23,0.51,172
summer,0,Mon,0,Mist + Cloudy,0.44,1,Apri,3,0.82,40
fall,0,Wed,1,Clear + Few clouds,0.68,1,Aug,1,0.89,21
winter,0,Fri,1,Clear + Few clouds,0.64,0,Sep,18,0.41,584
winter,0,Mon,0,Clear + Few clouds,0.42,0,Oct,2,0.54,65
winter,0,Tue,1,Clear + Few clouds,0.56,0,Oct,18,0.6,518
winter,0,Sat,1,Mist + Cloudy,0.36,0,Oct,14,0.46,185
springer,0,Thu,1,"Light Snow, Light Rain + Thunderstorm",0.22,0,Jan,9,0.87,58
summer,0,Wed,1,Mist + Cloudy,0.42,0,Apri,21,0.82,84
winter,0,Fri,1,Clear + Few clouds,0.66,1,Sep,9,0.65,335
summer,0,Fri,1,Clear + Few clouds,0.64,1,May,19,0.31,537
summer,0,Thu,1,"Light Snow, Light Rain + Thunderstorm",0.4,1,Apri,18,0.43,585
winter,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.3,1,Nov,11,0.87,65
winter,0,Thu,1,Mist + Cloudy,0.42,1,Oct,14,0.5,224
springer,0,Thu,1,"Light Snow, Light Rain + Thunderstorm",0.2,0,Jan,17,0.93,26
fall,0,Tue,1,Mist + Cloudy,0.6,0,Aug,2,0.83,3
fall,0,Mon,0,Clear + Few clouds,0.74,0,July,2,0.66,67
fall,0,Mon,0,Clear + Few clouds,0.86,0,July,11,0.28,275
springer,0,Fri,1,Clear + Few clouds,0.26,1,Jan,16,0.41,193
summer,0,Sun,0,"Light Snow, Light Rain + Thunderstorm",0.5,0,May,8,0.94,88
fall,0,Wed,1,Mist + Cloudy,0.54,0,Sep,9,0.81,185
fall,0,Sat,1,Clear + Few clouds,0.9,1,July,13,0.27,293
springer,0,Fri,1,Clear + Few clouds,0.46,1,Feb,20,0.44,269
summer,0,Tue,1,Clear + Few clouds,0.68,0,May,11,0.69,180
fall,0,Sun,0,Clear + Few clouds,0.76,0,July,15,0.45,428
fall,0,Wed,1,Clear + Few clouds,0.74,0,Sep,14,0.51,190
summer,0,Fri,1,Clear + Few clouds,0.62,1,May,9,0.73,301
winter,0,Thu,1,Clear + Few clouds,0.46,1,Oct,22,0.55,197
fall,0,Fri,1,Clear + Few clouds,0.66,1,Jun,8,0.5,617
fall,0,Mon,0,Clear + Few clouds,0.68,1,July,23,0.79,123
springer,0,Tue,1,Clear + Few clouds,0.22,1,Dec,0,0.69,12
winter,0,Wed,1,Clear + Few clouds,0.6,1,Oct,11,0.53,253
springer,0,Mon,0,Clear + Few clouds,0.28,1,Jan,5,0.81,5
winter,0,Fri,1,Mist + Cloudy,0.42,0,Nov,9,0.94,211
springer,0,Mon,0,Clear + Few clouds,0.36,1,Jan,17,0.21,234
summer,0,Sat,1,Clear + Few clouds,0.56,1,Jun,3,0.83,5
summer,0,Tue,1,Clear + Few clouds,0.52,1,Jun,6,0.68,139
summer,0,Mon,0,Clear + Few clouds,0.52,1,Apri,19,0.55,346
springer,0,Sun,0,Clear + Few clouds,0.24,1,Feb,5,0.81,4
springer,0,Sun,0,Mist + Cloudy,0.32,1,Feb,15,0.66,305
springer,0,Sat,1,Clear + Few clouds,0.26,1,Jan,10,0.65,116
fall,0,Sun,0,Clear + Few clouds,0.64,1,Sep,21,0.57,261
springer,0,Wed,1,Mist + Cloudy,0.24,0,Jan,11,0.6,61
fall,0,Mon,0,Mist + Cloudy,0.7,0,Aug,2,0.84,66
winter,0,Wed,1,Clear + Few clouds,0.32,0,Nov,3,0.87,3
fall,0,Tue,1,Clear + Few clouds,0.7,0,Aug,6,0.65,95
winter,0,Tue,1,Clear + Few clouds,0.38,1,Oct,7,0.66,452
summer,0,Wed,1,Clear + Few clouds,0.66,1,Jun,22,0.94,207
fall,0,Sat,1,Clear + Few clouds,0.7,0,Aug,22,0.65,188
summer,0,Wed,1,Mist + Cloudy,0.54,0,Apri,14,0.64,107
springer,0,Tue,1,Clear + Few clouds,0.38,0,Feb,1,0.37,7
springer,0,Tue,1,"Light Snow, Light Rain + Thunderstorm",0.42,0,Feb,14,1.0,25
fall,0,Thu,1,"Light Snow, Light Rain + Thunderstorm",0.68,0,Aug,16,0.79,150
fall,0,Tue,1,Clear + Few clouds,0.84,0,July,12,0.53,148
fall,1,Thu,0,Clear + Few clouds,0.7,1,July,8,0.61,153
winter,0,Tue,1,Clear + Few clouds,0.58,0,Nov,17,0.56,468
winter,0,Tue,1,Clear + Few clouds,0.36,0,Oct,1,0.81,6
summer,0,Fri,1,Clear + Few clouds,0.5,1,Jun,7,0.82,526
springer,0,Sat,1,Clear + Few clouds,0.46,0,Mar,9,0.63,210
summer,0,Thu,1,Clear + Few clouds,0.34,1,Apri,23,0.57,61
springer,0,Fri,1,"Light Snow, Light Rain + Thunderstorm",0.4,0,Dec,23,0.87,11
springer,0,Fri,1,Mist + Cloudy,0.2,1,Jan,8,0.75,388
fall,0,Thu,1,Clear + Few clouds,0.78,1,July,15,0.31,317
winter,0,Sat,1,Mist + Cloudy,0.38,0,Oct,12,0.4,213
fall,0,Mon,0,Clear + Few clouds,0.64,1,Sep,10,0.57,495
summer,0,Tue,1,Mist + Cloudy,0.54,0,Mar,16,0.64,141
springer,0,Mon,0,Clear + Few clouds,0.26,0,Feb,6,0.6,1
springer,0,Wed,1,Clear + Few clouds,0.22,0,Feb,15,0.35,51
fall,0,Fri,1,Clear + Few clouds,0.72,0,July,18,0.42,578
springer,0,Wed,1,Mist + Cloudy,0.46,1,Mar,7,0.82,308
summer,0,Sun,0,Clear + Few clouds,0.84,1,Jun,17,0.24,495
summer,0,Thu,1,Clear + Few clouds,0.68,1,May,14,0.65,248
fall,0,Mon,0,Mist + Cloudy,0.7,1,Sep,20,0.84,104
winter,0,Fri,1,Clear + Few clouds,0.24,1,Dec,8,0.6,679
summer,0,Mon,0,Mist + Cloudy,0.46,1,Apri,1,0.82,73
winter,0,Sun,0,Clear + Few clouds,0.36,1,Nov,19,0.5,239
springer,0,Tue,1,Mist + Cloudy,0.6,1,Mar,18,0.43,712
springer,0,Fri,1,Mist + Cloudy,0.24,1,Dec,4,0.87,3
summer,0,Sun,0,Clear + Few clouds,0.72,0,May,14,0.42,456
fall,0,Fri,1,Clear + Few clouds,0.66,0,Aug,2,0.54,11
springer,0,Thu,1,Mist + Cloudy,0.2,1,Jan,19,0.4,184
fall,0,Mon,0,Mist + Cloudy,0.74,1,Sep,11,0.7,489
fall,0,Thu,1,Clear + Few clouds,0.7,0,July,6,0.54,123
fall,0,Sat,1,Clear + Few clouds,0.8,0,Aug,12,0.27,222
winter,0,Sun,0,Clear + Few clouds,0.52,0,Nov,15,0.29,386
fall,0,Wed,1,Clear + Few clouds,0.86,0,Jun,15,0.41,166
winter,0,Sun,0,Mist + Cloudy,0.28,0,Dec,2,0.61,60
winter,0,Tue,1,Mist + Cloudy,0.44,0,Nov,9,0.88,208
fall,0,Thu,1,Clear + Few clouds,0.7,1,Sep,23,0.84,150
fall,0,Mon,0,Mist + Cloudy,0.72,1,Sep,10,0.79,388
summer,0,Tue,1,Clear + Few clouds,0.64,1,May,18,0.73,530
summer,0,Fri,1,Clear + Few clouds,0.46,0,Apri,12,0.38,199
summer,0,Wed,1,Clear + Few clouds,0.5,0,Mar,14,0.42,101
winter,0,Sun,0,Clear + Few clouds,0.6,1,Oct,16,0.43,659
fall,0,Mon,0,Clear + Few clouds,0.64,1,Aug,17,0.89,233
winter,0,Tue,1,Mist + Cloudy,0.5,1,Dec,22,0.82,126
winter,0,Wed,1,Mist + Cloudy,0.56,0,Nov,9,0.64,200
winter,0,Fri,1,Clear + Few clouds,0.44,1,Oct,4,0.88,5
fall,0,Thu,1,Clear + Few clouds,0.54,0,Aug,6,0.77,111
fall,0,Thu,1,Clear + Few clouds,0.74,0,Jun,10,0.7,135
springer,0,Sat,1,Mist + Cloudy,0.3,1,Jan,5,0.7,21
springer,0,Sat,1,Clear + Few clouds,0.38,1,Feb,18,0.4,385
fall,0,Sun,0,Clear + Few clouds,0.88,1,Jun,15,0.3,404
summer,0,Thu,1,Clear + Few clouds,0.7,0,May,10,0.61,135
summer,0,Fri,1,Clear + Few clouds,0.38,1,Apri,4,0.43,1
winter,0,Sun,0,Clear + Few clouds,0.4,0,Oct,0,0.62,96
summer,0,Mon,0,Mist + Cloudy,0.6,0,Jun,8,0.73,98
fall,0,Wed,1,Mist + Cloudy,0.56,1,Sep,23,0.83,78
springer,0,Sat,1,Clear + Few clouds,0.42,0,Mar,8,0.67,280
fall,0,Thu,1,Mist + Cloudy,0.54,0,Sep,8,1.0,462
winter,0,Thu,1,Clear + Few clouds,0.24,1,Nov,7,0.65,415
summer,0,Wed,1,Clear + Few clouds,0.86,0,May,11,0.47,106
winter,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.44,1,Oct,22,0.88,37
fall,0,Sat,1,Mist + Cloudy,0.76,1,July,11,0.45,288
fall,0,Wed,1,Clear + Few clouds,0.76,1,July,16,0.58,402
winter,0,Mon,0,Clear + Few clouds,0.32,0,Dec,15,0.45,207
summer,1,Tue,0,Clear + Few clouds,0.68,1,Apri,21,0.51,271
summer,0,Fri,1,Clear + Few clouds,0.7,0,May,10,0.74,143
winter,0,Sat,1,Mist + Cloudy,0.44,0,Nov,11,0.67,162
springer,0,Mon,0,Clear + Few clouds,0.12,0,Jan,19,0.3,50
fall,0,Wed,1,Clear + Few clouds,0.8,0,July,20,0.46,290
springer,0,Fri,1,Clear + Few clouds,0.22,0,Jan,17,0.51,172
springer,0,Thu,1,Clear + Few clouds,0.44,1,Feb,0,0.38,31
fall,0,Fri,1,Clear + Few clouds,0.8,1,Aug,12,0.33,343
winter,1,Tue,0,"Light Snow, Light Rain + Thunderstorm",0.42,1,Oct,16,0.58,377
winter,0,Sat,1,Clear + Few clouds,0.36,1,Dec,18,0.46,455
fall,0,Mon,0,Clear + Few clouds,0.86,1,Jun,15,0.28,487
fall,0,Sat,1,"Light Snow, Light Rain + Thunderstorm",0.64,0,Sep,0,0.94,16
winter,0,Thu,1,Clear + Few clouds,0.5,1,Oct,4,0.77,6
summer,0,Tue,1,Clear + Few clouds,0.2,0,Mar,8,0.34,254
fall,0,Fri,1,Clear + Few clouds,0.9,0,July,15,0.53,133
winter,0,Thu,1,Clear + Few clouds,0.5,0,Oct,20,0.88,207
summer,0,Sun,0,Clear + Few clouds,0.56,1,Mar,1,0.73,128
winter,0,Wed,1,Clear + Few clouds,0.38,1,Dec,18,0.46,525
summer,0,Sat,1,Clear + Few clouds,0.6,1,Jun,0,0.73,94
fall,0,Mon,0,Clear + Few clouds,0.84,0,July,20,0.49,195
summer,0,Sat,1,Clear + Few clouds,0.68,0,Jun,19,0.26,391
summer,0,Thu,1,Clear + Few clouds,0.5,0,Apri,14,0.34,115
springer,0,Sat,1,Clear + Few clouds,0.26,0,Mar,7,0.7,114
winter,0,Tue,1,"Light Snow, Light Rain + Thunderstorm",0.4,0,Oct,20,0.82,204
fall,0,Sun,0,Mist + Cloudy,0.7,0,Aug,21,0.84,114
winter,0,Sun,0,Clear + Few clouds,0.44,1,Oct,19,0.44,332
winter,0,Wed,1,Clear + Few clouds,0.3,1,Nov,23,0.56,205
springer,0,Tue,1,Clear + Few clouds,0.3,1,Feb,20,0.42,214
springer,1,Tue,0,Clear + Few clouds,0.3,0,Dec,20,0.56,56
summer,0,Thu,1,Clear + Few clouds,0.36,1,Mar,6,0.46,115
fall,0,Mon,0,Clear + Few clouds,0.84,0,July,15,0.53,376
summer,0,Tue,1,Clear + Few clouds,0.66,1,Jun,2,0.74,17
fall,0,Thu,1,Mist + Cloudy,0.8,1,July,13,0.42,273
fall,0,Sat,1,Mist + Cloudy,0.68,0,Sep,17,0.65,455
summer,0,Sun,0,Clear + Few clouds,0.4,0,Apri,7,0.54,48
springer,1,Tue,0,Mist + Cloudy,0.2,0,Jan,16,0.47,82
summer,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.18,0,Mar,4,0.74,6
winter,0,Mon,0,Clear + Few clouds,0.36,0,Nov,5,0.87,5
fall,0,Mon,0,Mist + Cloudy,0.68,1,Jun,1,0.54,127
springer,0,Sat,1,Clear + Few clouds,0.24,0,Jan,15,0.38,68
summer,0,Wed,1,Clear + Few clouds,0.28,0,Mar,9,0.28,172
winter,1,Sat,0,Clear + Few clouds,0.34,0,Nov,17,0.39,310
springer,0,Thu,1,Mist + Cloudy,0.22,0,Jan,6,0.93,32
springer,0,Sat,1,Clear + Few clouds,0.46,1,Jan,14,0.36,178
winter,0,Tue,1,Clear + Few clouds,0.52,1,Oct,19,0.52,514
summer,0,Thu,1,Clear + Few clouds,0.66,0,May,21,0.69,236
fall,0,Tue,1,Clear + Few clouds,0.78,1,July,20,0.43,395
